,par_idparcela,Nomenclatura,Tipo_Parcela,Tipo_Valuacion,Estado,desig_oficial,exp_creacion,Fecha_Creacion,fecha_alta_parcela,fxf,vut_vigente,Valuacion,vigencia_desde,porcentaje_copropiedad,Superficie_Tierra_Urbana,Valuacion_Tierra_Urbana,base_imponible_tierra_urbana,Superficie_Tierra_Rural,Valuacion_Tierra_Rural,base_imponible_tierra_rural,Superficie_Mejoras,Valuacion_Mejoras,base_imponible_mejoras,Cantidad_Cuentas,departamento,pedania,localidad,par_entityid,row_number,Nro_Cuenta,ped_nomenclatura,type,coordinates
4264,1203220-SANTIAGO,2305604701070022,URBANO,VAL. URBANO,EDIFICADO NoPH,027 026,,01-1901,03-2007,0.9,770.0,3208763.88,2024-05-23T00:00:00Z,0.0,1530.0,1060290.0,0,0,0.0,0,360.0,5229684.48,0,2,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,1605324804,1005130,230531556211,2305,MultiPolygon,"[[[[4350045.72933666, 6516223.02185393], [4350051.7293094, 6516178.42823164], [4350068.92, 6516185.77], [4350063.57303583, 6516225.39684307], [4350045.72933666, 6516223.02185393]]]]"
4265,1204321-SANTIAGO,2305604701156011,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 11 LT A,00332244113,01-1992,03-2007,0.6,1470.0,7172785.79,2023-11-01T00:00:00Z,0.0,2161.0,1906002.0,0,0,0.0,0,326.0,5266783.79,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4494872,1006162,230522441134,2305,MultiPolygon,"[[[[4353993.06143769, 6517382.1107637], [4353976.12398106, 6517357.23583945], [4353974.34273646, 6517358.48583622], [4353990.6239292, 6517311.20471966], [4354004.06139203, 6517318.29844618], [4354017.46760494, 6517325.39217271], [4354020.21759734, 6517326.82966793], [4354013.09261901, 6517331.98590455], [4354030.96757279, 6517356.17333056], [4353993.06143769, 6517382.1107637]]]]"
4266,1202596-SANTIAGO,2305604701037016,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ U LT 12,00001019108,01-1901,03-2007,0.8,350.0,3637429.76,2024-05-23T00:00:00Z,0.0,3000.0,840000.0,0,0,0.0,0,291.0,5080565.76,0,2,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4542010,1004572,230510191086,2305,MultiPolygon,"[[[[4352102.53597874, 6516504.11433441], [4352108.84845346, 6516471.86442636], [4352111.81719155, 6516456.64571975], [4352141.28585798, 6516462.36444671], [4352131.87964566, 6516510.42680966], [4352102.53597874, 6516504.11433441]]]]"
4267,1204196-SANTIAGO,2305414802004011,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 1 LT 2,0033-009747/1969,01-1901,03-2007,1.0,1960.0,4375234.24,2023-11-01T00:00:00Z,0.0,553.0,1083880.0,0,0,0.0,0,191.0,3291354.24,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,4494695,1006052,230517122071,2305,MultiPolygon,"[[[[4354150.77969801, 6517221.14244567], [4354168.21714976, 6517230.26741544], [4354184.31085515, 6517238.32988857], [4354183.87335659, 6517239.14238631], [4354175.87338222, 6517250.98610374], [4354143.84222094, 6517234.54865835], [4354150.77969801, 6517221.14244567]]]]"
4268,1202240-SANTIAGO,2305604701019002,URBANO,VAL. URBANO,BALDIO,MZ P 2 LTE 2,00001107960,01-1901,03-2007,0.9,910.0,573300.0,2023-11-01T00:00:00Z,0.0,700.0,573300.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4542577,1004247,230511079603,2305,MultiPolygon,"[[[[4351724.66222005, 6517197.79990948], [4351739.47467474, 6517185.79994096], [4351761.03711868, 6517213.08110721], [4351745.81841505, 6517224.54982736], [4351724.66222005, 6517197.79990948]]]]"
4269,1201849-SANTIAGO,2305414801137002,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 28 LT 2,00001719288,01-1901,03-2007,1.0,1610.0,2486943.68,2023-11-01T00:00:00Z,0.0,700.0,1127000.0,0,0,0.0,0,84.0,1359943.68,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,4493961,1003930,230517192886,2305,MultiPolygon,"[[[[4354455.87236097, 6516267.45764163], [4354480.93478713, 6516259.83265826], [4354489.34101831, 6516284.58258476], [4354464.27859216, 6516292.23881805], [4354455.87236097, 6516267.45764163]]]]"
4270,1205289-SANTIAGO,2305604702039012,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 4 LT 14,00000624788,01-1901,03-2007,1.0,1015.0,1864275.32,2023-11-01T00:00:00Z,0.0,525.0,532875.0,0,0,0.0,0,75.0,1331400.32,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4542847,1007048,230506247883,2305,MultiPolygon,"[[[[4353564.7507343, 6517487.79866595], [4353582.37568401, 6517489.98615577], [4353582.15693494, 6517491.36115183], [4353585.37567576, 6517491.76739996], [4353585.5631749, 6517490.361154], [4353594.71939879, 6517491.51739864], [4353594.96939773, 6517490.01740293], [4353593.125653, 6517489.79865397], [4353593.46940133, 6517486.64241304], [4353600.00063267, 6517487.36115953], [4353597.62564356, 6517505.89235638], [4353597.15689523, 6517507.32985232], [4353562.84449304, 6517502.70487319], [4353564.7507343, 6517487.79866595]]]]"
4271,1202451-SANTIAGO,2305604701027018,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ B LT 18,0033-068196/2003,05-2004,03-2007,0.5,910.0,1548134.04,2024-05-23T00:00:00Z,0.0,1010.0,459550.0,0,0,0.0,0,152.0,1568542.72,0,2,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4540608,1004438,230525006897,2305,MultiPolygon,"[[[[4351670.51020238, 6516904.15994647], [4351687.25601119, 6516897.01953859], [4351695.50599154, 6516915.58198304], [4351650.28737602, 6516934.8944371], [4351648.52647197, 6516930.92573533], [4351676.81669241, 6516918.37342855], [4351670.51020238, 6516904.15994647]]]]"
4272,1203494-SANTIAGO,2305604701087022,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 10 LT 4,00000638802,01-1901,03-2007,1.0,315.0,2376532.88,2023-11-01T00:00:00Z,0.0,750.0,236250.0,0,0,0.0,0,122.0,2140282.88,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4541426,1005403,230506388029,2305,MultiPolygon,"[[[[4350723.78979736, 6515829.14784267], [4350740.38350517, 6515854.14776665], [4350719.1960691, 6515867.46023282], [4350702.60236129, 6515842.42905895], [4350723.78979736, 6515829.14784267]]]]"
4273,1204693-SANTIAGO,2305714702010027,URBANO,VAL. URBANO,BALDIO,MZ 39 LT 27,0033-050287/2001,06-2001,03-2007,1.0,665.0,765415.0,2023-11-01T00:00:00Z,0.0,1151.0,765415.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,MAYU SUMAJ,4540790,1006494,230522442050,2305,MultiPolygon,"[[[[4352733.9094796, 6517952.7037511], [4352738.4719613, 6517929.23506808], [4352761.90939481, 6517933.95379927], [4352785.31557841, 6517938.67253046], [4352780.56559743, 6517962.89121135], [4352757.28441337, 6517957.7974812], [4352733.9094796, 6517952.7037511]]]]"
4274,1200567-SANTIAGO,2305414801010008,URBANO,VAL. URBANO,BALDIO,006 008,,01-1901,03-2007,0.9,595.0,385560.0,2023-11-01T00:00:00Z,0.0,720.0,385560.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,4493481,1002700,230531554944,2305,MultiPolygon,"[[[[4354852.15182953, 6513321.40358033], [4354872.15177206, 6513321.62232537], [4354871.77678097, 6513357.62222136], [4354851.77683843, 6513357.43472623], [4354852.15182953, 6513321.40358033]]]]"
4275,1200349-SANTIAGO,2305414801001003,URBANO,VAL. URBANO,EDIFICADO NoPH,LTE.A,00000105453,01-1901,03-2007,1.0,2205.0,1958515.6,2023-11-01T00:00:00Z,0.0,386.0,851130.0,0,0,0.0,0,147.0,1107385.6,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,4491973,1002513,230501054530,2305,MultiPolygon,"[[[[4354253.99809904, 6516985.08060707], [4354286.56050835, 6516999.39305853], [4354282.52927232, 6517010.17427817], [4354279.81052989, 6517008.9867822], [4354279.68553033, 6517009.33053123], [4354272.56055026, 6517006.54929083], [4354272.77929948, 6517005.9242926], [4354251.37310912, 6516996.54932442], [4354253.99809904, 6516985.08060707]]]]"
4276,1202872-SANTIAGO,2305604701050023,URBANO,VAL. URBANO,BALDIO,MZ 2-LTE 17 PTE,00001019141,01-1901,03-2007,0.6,665.0,148428.0,2023-11-01T00:00:00Z,0.0,372.0,148428.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4542062,1004817,230510191418,2305,MultiPolygon,"[[[[4350745.69614079, 6516531.70830465], [4350750.22737933, 6516538.8020331], [4350693.91504637, 6516560.95823148], [4350690.79005371, 6516553.52075371], [4350745.69614079, 6516531.70830465]]]]"
4277,1204752-SANTIAGO,2305604702012027,URBANO,VAL. URBANO,BALDIO,MZ 35 LTE 24,00001091489,01-1901,03-2007,0.8,595.0,700672.0,2023-11-01T00:00:00Z,0.0,1472.0,700672.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,544147402,1006549,230510914894,2305,MultiPolygon,"[[[[4352974.03376784, 6517861.76646189], [4352981.65874741, 6517868.76643994], [4352973.00253227, 6517913.95381094], [4352954.69008617, 6517919.17254983], [4352934.40889588, 6517924.95378753], [4352934.53389538, 6517924.32878931], [4352936.62763605, 6517909.36008222], [4352933.31514489, 6517906.11009236], [4352974.03376784, 6517861.76646189]]]]"
4278,1202221-SANTIAGO,2305604701018002,URBANO,VAL. URBANO,BALDIO,MZ.P LOTE j,00001531347,01-1901,03-2007,1.0,735.0,533610.0,2023-11-01T00:00:00Z,0.0,726.0,533610.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,475237402,1004230,230515313473,2305,MultiPolygon,"[[[[4351931.47410857, 6517125.80007232], [4351939.81783741, 6517138.76878294], [4351909.48337366, 6517163.18063811], [4351904.18502683, 6517167.44451686], [4351894.43399577, 6517151.24983035], [4351931.47410857, 6517125.80007232]]]]"
4279,1205065-SANTIAGO,2305714702027004,URBANO,VAL. URBANO,EDIFICADO NoPH,MANZANA 33 LOTE 5,0000-109144/2,01-1901,03-2007,1.0,525.0,1221161.78,2023-11-01T00:00:00Z,0.0,520.0,273000.0,0,0,0.0,0,97.0,948161.78,0,1,PUNILLA,SANTIAGO,MAYU SUMAJ,4540590,1006834,230510914428,2305,MultiPolygon,"[[[[4352990.97116133, 6517598.79846984], [4353001.28362914, 6517587.48600035], [4353027.72105828, 6517611.57967478], [4353017.97108877, 6517622.51714523], [4352990.97116133, 6517598.79846984]]]]"
4280,1203435-SANTIAGO,2305604701084005,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 35 LTE 7,00000632466,01-1901,03-2007,1.1,490.0,1455132.0,2023-11-01T00:00:00Z,0.0,500.0,269500.0,0,0,0.0,0,70.0,1185632.0,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4541503,1005345,230506324667,2305,MultiPolygon,"[[[[4351075.66381007, 6515942.86618554], [4351100.60123876, 6515944.92867405], [4351098.97624786, 6515964.8661167], [4351074.03881919, 6515962.89737793], [4351075.66381007, 6515942.86618554]]]]"
4281,1203227-SANTIAGO,2305604701070030,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 27 LT 6,,09-1986,03-2007,0.9,735.0,2612656.2,2023-11-01T00:00:00Z,0.0,1230.0,813645.0,0,0,0.0,0,90.0,1799011.2,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,1605320804,1005137,230522440332,2305,MultiPolygon,"[[[[4350185.1976777, 6516189.27192048], [4350209.72887135, 6516253.05298044], [4350192.46, 6516259.71], [4350181.34, 6516230.77], [4350169.57272479, 6516198.74064656], [4350185.1976777, 6516189.27192048]]]]"
4282,1200679-SANTIAGO,2305414801015022,URBANO,VAL. URBANO,BALDIO,014 010,,01-1901,03-2007,1.1,490.0,270039.0,2023-11-01T00:00:00Z,0.0,501.0,270039.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,4493413,1002812,230531546216,2305,MultiPolygon,"[[[[4353913.65444362, 6512933.68615521], [4353928.31065078, 6512930.49866122], [4353935.37313762, 6512963.12356537], [4353920.68568054, 6512966.31105937], [4353913.65444362, 6512933.68615521]]]]"
4283,1204931-SANTIAGO,2305604702020015,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 8 LTE 21,00001091164,01-1901,03-2007,0.9,735.0,1912740.16,2023-11-01T00:00:00Z,0.0,720.0,476280.0,0,0,0.0,0,79.0,1436460.16,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4543027,1006702,230510911640,2305,MultiPolygon,"[[[[4353424.21993526, 6517698.82933541], [4353431.90740954, 6517682.54813089], [4353466.53231342, 6517699.04807554], [4353458.84483911, 6517715.32928007], [4353424.21993526, 6517698.82933541]]]]"
4284,1203837-SANTIAGO,2305604701111014,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 2 LT 16,00000504708,01-1901,03-2007,1.0,245.0,3815222.1,2023-11-01T00:00:00Z,0.0,922.0,225890.0,0,0,0.0,0,188.0,3589332.1,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4540940,1005741,230505047082,2305,MultiPolygon,"[[[[4350778.13322746, 6515094.64995538], [4350803.07065405, 6515087.14997154], [4350812.00813611, 6515122.02486868], [4350786.82071, 6515128.46235566], [4350778.13322746, 6515094.64995538]]]]"
4285,1200866-SANTIAGO,2305414801027006,URBANO,VAL. URBANO,BALDIO,006 001,,01-1901,03-2007,1.2,140.0,279552.0,2023-11-01T00:00:00Z,0.0,1664.0,279552.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,4493236,1002999,230531547581,2305,MultiPolygon,"[[[[4354915.5265437, 6512844.18619627], [4354902.74532435, 6512816.09253025], [4354904.71406681, 6512807.40505493], [4354975.99511201, 6512808.0612876], [4354979.24510422, 6512815.1862663], [4354915.5265437, 6512844.18619627]]]]"
4286,1204005-SANTIAGO,2305604701122010,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 44 LT 11,00000541391,01-1901,03-2007,1.0,245.0,3338832.0,2023-11-01T00:00:00Z,0.0,640.0,156800.0,0,0,0.0,0,175.0,3182032.0,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4540899,1005909,230505413917,2305,MultiPolygon,"[[[[4351156.94462174, 6515022.33758052], [4351160.91336377, 6515037.83753482], [4351122.16347743, 6515047.77501466], [4351118.19473541, 6515032.27506037], [4351156.94462174, 6515022.33758052]]]]"
4287,2053295-SANTIAGO,2305104601001036,URBANO,VAL. URBANO,BALDIO,MZ S/D  LT 159,0576-001813/2009,01-2010,03-2011,0.4,140.0,353752.0,2023-11-01T00:00:00Z,0.0,6317.0,353752.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,COPINA,92898107,1658973,230525045124,2305,MultiPolygon,"[[[[4338255.52646958, 6507623.34658856], [4337997.00353954, 6507636.27905324], [4338005.71486371, 6507609.66866372], [4338236.3284467, 6507600.29369466], [4338255.52646958, 6507623.34658856]]]]"
4288,1204391-SANTIAGO,2305414802016011,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 3 LT 10,0033-091119/1980,01-1901,03-2007,0.4,945.0,4309583.04,2023-11-01T00:00:00Z,0.0,5340.0,2018520.0,0,0,0.0,0,126.0,2291063.04,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,1496913604,1006227,230517197535,2305,MultiPolygon,"[[[[4353111.84481451, 6515506.7726375], [4353210.93830597, 6515628.3972637], [4353205.25082285, 6515630.74100817], [4353175.43841082, 6515640.39723676], [4353085.48097219, 6515521.41962349], [4353111.84481451, 6515506.7726375]]]]"
4289,1204949-SANTIAGO,2305604702022001,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 28 LT 28,0000-109137/1,01-1901,03-2007,0.8,595.0,5570899.94,2023-11-01T00:00:00Z,0.0,1226.0,583576.0,0,0,0.0,0,292.0,4987323.94,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4543093,1006720,230510913715,2305,MultiPolygon,"[[[[4353328.15771812, 6517726.89177511], [4353353.81389587, 6517734.51674742], [4353346.5951707, 6517752.89169578], [4353335.68895819, 6517780.6728677], [4353310.90777831, 6517774.82914004], [4353328.15771812, 6517726.89177511]]]]"
4290,1200987-SANTIAGO,2305414801035008,URBANO,VAL. URBANO,BALDIO,MZ 18 LT 1,0000-000914/1948,01-1901,03-2007,1.0,595.0,361165.0,2023-11-01T00:00:00Z,0.0,607.0,361165.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,370867002,1003115,230517199881,2305,MultiPolygon,"[[[[4353997.2791605, 6512738.21795201], [4354000.84165387, 6512754.71790354], [4353965.65425668, 6512762.31163925], [4353962.09176332, 6512745.84293763], [4353975.77922333, 6512742.87419323], [4353990.4354305, 6512739.71794916], [4353997.2791605, 6512738.21795201]]]]"
4291,1204306-SANTIAGO,2305604701155026,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 10 LT 26,,01-1901,03-2007,1.1,1470.0,3351684.34,2023-11-01T00:00:00Z,0.0,450.0,727650.0,0,0,0.0,0,215.0,2624034.34,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4494714,1006151,230517188455,2305,MultiPolygon,"[[[[4353966.53023571, 6517252.11114614], [4353971.43646842, 6517237.70493681], [4353999.87388856, 6517247.23615298], [4353995.09265549, 6517261.70486211], [4353966.53023571, 6517252.11114614]]]]"
4292,1204289-SANTIAGO,2305604701155008,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 10 LT 8,,01-1901,03-2007,1.1,1365.0,5643905.4,2023-11-01T00:00:00Z,0.0,450.0,675675.0,0,0,0.0,0,326.0,4968230.4,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,24209000,1006134,230517188803,2305,MultiPolygon,"[[[[4353922.43661991, 6517284.76731114], [4353952.09278657, 6517294.51727642], [4353947.18655388, 6517308.92348575], [4353917.59288697, 6517298.9547711], [4353922.43661991, 6517284.76731114]]]]"
4293,1202363-SANTIAGO,2305604701025017,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ R-LTE 19,00001019073,01-1901,03-2007,0.9,420.0,6553482.81,2023-11-01T00:00:00Z,0.0,1128.0,426384.0,0,0,0.0,0,229.0,6127098.81,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4542174,1004356,230510190730,2305,MultiPolygon,"[[[[4351970.19263689, 6516627.08275761], [4352018.03624295, 6516599.02032831], [4352026.78622095, 6516613.42653468], [4352004.97379158, 6516648.92643671], [4352003.41129587, 6516647.95768987], [4351978.0363654, 6516632.02024159], [4351970.19263689, 6516627.08275761]]]]"
4294,2335841-SANTIAGO,2305604701154100,URBANO,VAL. RURAL,BALDIO,Lote 100 Mz. S/d,0033-103255/2017,01-2018,11-2017,,,3414768.0,2023-11-07T00:00:00Z,0.0,0.0,0.0,0,40652,3414768.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,2007349604,1803968,230541771293,2305,MultiPolygon,"[[[[4351150.28, 6518609.4], [4351140.83, 6518598.64], [4351124.16, 6518582.66], [4351102.37, 6518562.09], [4351100.09, 6518563.05], [4351088.51, 6518551.23], [4351086.73, 6518547.1], [4351075.4, 6518535.63], [4351071.87, 6518533.84], [4351069.23, 6518529.74], [4351059.99, 6518519.95], [4351057.86, 6518509.41], [4351063.93, 6518491.72], [4351085.45, 6518487.16], [4351096.96, 6518467.59], [4351113.84, 6518425.99], [4351118, 6518391.65], [4351110.18, 6518357.11], [4351124.41, 6518315.66], [4351137.54, 6518308.62], [4351177.27591599, 6518263.33565648], [4351187.56776942, 6518263.47302432], [4351216.69, 6518274.46], [4351245.64, 6518599.54], [4351233.77, 6518599.02], [4351187.39, 6518603.85], [4351150.28, 6518609.4]]]]"
4295,1204714-SANTIAGO,2305604702011021,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 38 LTE 29,00001091569,01-1901,03-2007,0.8,560.0,3290573.44,2023-11-01T00:00:00Z,0.0,858.0,384384.0,0,0,0.0,0,239.0,2906189.44,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4543089,1006512,230510915696,2305,MultiPolygon,"[[[[4352810.84671962, 6517778.29798941], [4352777.56555949, 6517750.98557581], [4352790.25301953, 6517735.51686784], [4352823.50292977, 6517762.82928144], [4352810.84671962, 6517778.29798941]]]]"
4296,1203934-SANTIAGO,2305604701117005,URBANO,VAL. URBANO,BALDIO,MZ 43 LT 2,,01-1901,03-2007,1.0,175.0,105000.0,2023-11-01T00:00:00Z,0.0,600.0,105000.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4541005,1005838,230517199066,2305,MultiPolygon,"[[[[4351152.03842957, 6515219.21201218], [4351153.69467031, 6515198.96207038], [4351183.60083483, 6515201.43080662], [4351181.94459408, 6515221.6494985], [4351152.03842957, 6515219.21201218]]]]"
4297,1201106-SANTIAGO,2305414801042016,URBANO,VAL. URBANO,BALDIO,036 016,,01-1901,03-2007,1.0,245.0,128135.0,2023-11-01T00:00:00Z,0.0,523.0,128135.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,4492807,1003226,230531549711,2305,MultiPolygon,"[[[[4354137.77871763, 6512559.59343769], [4354122.12251336, 6512562.96843134], [4354118.74751965, 6512547.31222733], [4354150.05992817, 6512540.56224003], [4354153.43492188, 6512556.21844404], [4354137.77871763, 6512559.59343769]]]]"
4298,1204609-SANTIAGO,2305604702007002,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 14 LTE 18,00000948974,01-1901,03-2007,0.9,770.0,2508185.18,2023-11-01T00:00:00Z,0.0,967.0,670131.0,0,0,0.0,0,130.08,1838054.18,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4543362,1006418,230509489748,2305,MultiPolygon,"[[[[4353353.8765009, 6518214.98410559], [4353382.22016714, 6518205.452877], [4353400.97011751, 6518225.51531479], [4353365.81397223, 6518241.10902729], [4353353.8765009, 6518214.98410559]]]]"
4299,1202265-SANTIAGO,2305604701020007,URBANO,VAL. URBANO,EDIFICADO NoPH,PTE LTE 10 MZ P,00000398174,01-1901,03-2007,0.7,910.0,2917015.88,2023-11-01T00:00:00Z,0.0,1585.0,1009645.0,0,0,0.0,0,234.0,1907370.88,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,1483804604,1004264,230503981748,2305,MultiPolygon,"[[[[4351590.75628821, 6516893.26957076], [4351614.09997049, 6516890.98832221], [4351620.06870619, 6516904.01953317], [4351589.94380295, 6516949.26940883], [4351571.97510429, 6516947.42566813], [4351590.75628821, 6516893.26957076]]]]"
4300,1203530-SANTIAGO,2305604701090002,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 14-LTE 8,00000547608,01-1901,03-2007,0.9,350.0,833857.28,2023-11-01T00:00:00Z,0.0,800.0,252000.0,0,0,0.0,0,32.0,581857.28,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4541386,1005436,230505476081,2305,MultiPolygon,"[[[[4350937.78917717, 6515809.49160203], [4350917.85173419, 6515807.89786106], [4350919.22672579, 6515787.92916853], [4350920.60171736, 6515767.83547637], [4350940.50791044, 6515769.46046725], [4350937.78917717, 6515809.49160203]]]]"
4301,1203908-SANTIAGO,2305604701115004,URBANO,VAL. URBANO,BALDIO,MZ 22 LT 8,,01-1901,03-2007,1.1,175.0,209757.2,2023-11-01T00:00:00Z,0.0,660.0,127050.0,0,0,0.0,0,0.0,82707.2,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4541058,1005812,230517199023,2305,MultiPolygon,"[[[[4351002.64329087, 6515266.84180766], [4351035.53293513, 6515269.53834255], [4351033.89867156, 6515289.47146028], [4351001.0090273, 6515286.7749254], [4351002.64329087, 6515266.84180766]]]]"
4302,1202537-SANTIAGO,2305604701033015,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ F LT A,,01-1901,03-2007,1.2,840.0,1461912.32,2023-11-01T00:00:00Z,0.0,258.0,260064.0,0,0,0.0,0,127.0,1201848.32,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4542271,1004515,230517104049,2305,MultiPolygon,"[[[[4351492.56903257, 6516720.23884337], [4351497.53777243, 6516739.05128782], [4351484.60031077, 6516743.95752647], [4351483.16281408, 6516740.23878755], [4351482.47531519, 6516736.33254902], [4351479.44407146, 6516725.23883181], [4351492.56903257, 6516720.23884337]]]]"
4303,1204860-SANTIAGO,2305604702017012,URBANO,VAL. URBANO,EDIFICADO NoPH,LTE 4-MZ 13,00000834417,01-1901,03-2007,0.6,945.0,4230346.16,2023-11-01T00:00:00Z,0.0,2978.0,1688526.0,0,0,0.0,0,251.0,2541820.16,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,629597002,1006639,230508344177,2305,MultiPolygon,"[[[[4353646.43809879, 6517944.48482537], [4353622.71941267, 6517924.04738975], [4353618.81317319, 6517920.70365029], [4353596.3444837, 6517901.39121113], [4353578.96953049, 6517886.45375819], [4353598.3132184, 6517857.36008824], [4353661.40679824, 6517910.51617051], [4353646.43809879, 6517944.48482537]]]]"
4304,1200511-SANTIAGO,2305414801007012,URBANO,VAL. URBANO,BALDIO,001 012,,01-1901,03-2007,0.8,735.0,529200.0,2023-11-01T00:00:00Z,0.0,900.0,529200.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,1424228604,1002644,230531554391,2305,MultiPolygon,"[[[[4354375.59071503, 6513390.43473415], [4354395.05940804, 6513385.8409932], [4354405.37188793, 6513429.65336428], [4354385.90319491, 6513434.24710523], [4354375.59071503, 6513390.43473415]]]]"
4305,1204091-SANTIAGO,2305604701127014,URBANO,VAL. URBANO,EDIFICADO NoPH,LT 2,,01-1988,03-2007,1.0,945.0,1123959.8,2023-11-01T00:00:00Z,0.0,827.0,781515.0,0,0,0.0,0,15.0,342444.8,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4542788,1005959,230522440618,2305,MultiPolygon,"[[[[4351660.3812036, 6517416.51804034], [4351673.63117177, 6517445.11170461], [4351646.16250377, 6517458.14292294], [4351642.28751295, 6517449.14294985], [4351634.31878179, 6517430.61175528], [4351633.72503318, 6517429.20550949], [4351660.3812036, 6517416.51804034]]]]"
4306,1200786-SANTIAGO,2305414801022002,URBANO,VAL. URBANO,BALDIO,003 010,,01-1901,03-2007,0.9,140.0,81144.0,2023-11-01T00:00:00Z,0.0,644.0,81144.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,856595202,1002919,230531546992,2305,MultiPolygon,"[[[[4354537.46472235, 6512861.37372485], [4354551.46416437, 6512861.49871683], [4354551.02762389, 6512907.4966454], [4354537.02816462, 6512907.37360022], [4354537.46472235, 6512861.37372485]]]]"
