,par_idparcela,Nomenclatura,Tipo_Parcela,Tipo_Valuacion,Estado,desig_oficial,exp_creacion,Fecha_Creacion,fecha_alta_parcela,fxf,vut_vigente,Valuacion,vigencia_desde,porcentaje_copropiedad,Superficie_Tierra_Urbana,Valuacion_Tierra_Urbana,base_imponible_tierra_urbana,Superficie_Tierra_Rural,Valuacion_Tierra_Rural,base_imponible_tierra_rural,Superficie_Mejoras,Valuacion_Mejoras,base_imponible_mejoras,Cantidad_Cuentas,departamento,pedania,localidad,par_entityid,row_number,Nro_Cuenta,ped_nomenclatura,type,coordinates
1401,2555296-SANTIAGO,2305604701168101,URBANO,VAL. URBANO,EDIFICADO NoPH,LOTE 101,0033-131384/2022,01-2023,08-2023,0.2,350.0,10268154.0,2023-11-01T00:00:00Z,0.0,133631.16,9354181.2,0,0,0.0,0,97.0,913972.8,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,2134656804,1931843,230543328397,2305,MultiPolygon,"[[[[4351511.8, 6515947.68], [4351402.26, 6515973.7], [4351332.41, 6515690.95], [4351302.98, 6515553.2], [4351283.87, 6515553.72], [4351120.21, 6514892.33], [4351240.58, 6514862.54], [4351511.8, 6515947.68]]]]"
1402,1202504-SANTIAGO,2305604701031011,URBANO,VAL. URBANO,BALDIO,MZ D-LTE 13,00000624502,01-1901,03-2007,0.7,910.0,499408.0,2023-11-01T00:00:00Z,0.0,784.0,499408.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,1473911804,1004485,230506245023,2305,MultiPolygon,"[[[[4351286.2883628, 6516658.80156686], [4351289.10085772, 6516672.39527689], [4351332.94447927, 6516662.27029648], [4351334.09696474, 6516672.26768127], [4351274.66696474, 6516686.02768127], [4351268.78841466, 6516665.42655156], [4351286.2883628, 6516658.80156686]]]]"
1403,1200467-SANTIAGO,2305414801005013,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ B LT 7,,01-1901,03-2007,1.1,1855.0,6513108.48,2023-11-01T00:00:00Z,0.0,475.0,969237.5,0,0,0.0,0,224.0,5543870.98,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,4494077,1002610,230517138237,2305,MultiPolygon,"[[[[4354421.40374625, 6516432.61342085], [4354450.40366393, 6516438.14464852], [4354447.27867639, 6516454.01960322], [4354418.34125842, 6516447.95712707], [4354421.40374625, 6516432.61342085]]]]"
1404,1202017-SANTIAGO,2305604701002013,URBANO,VAL. URBANO,EDIFICADO NoPH,001 013,,01-1901,03-2007,1.0,770.0,1499682.8,2023-11-01T00:00:00Z,0.0,595.0,458150.0,0,0,0.0,0,55.0,1041532.8,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4540619,1004058,230531557331,2305,MultiPolygon,"[[[[4352112.62991179, 6517464.98655023], [4352089.06747532, 6517445.36161226], [4352101.87993513, 6517430.4554026], [4352125.44237159, 6517450.04909067], [4352112.62991179, 6517464.98655023]]]]"
1405,1205336-SANTIAGO,2305414802001014,URBANO,VAL. URBANO,EDIFICADO NoPH,LT 1,    -      /,01-1901,03-2007,0.9,1715.0,3993796.74,2023-11-01T00:00:00Z,0.0,731.0,1128298.5,0,0,0.0,0,193.0,2865498.24,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,856922802,1007080,230517117388,2305,MultiPolygon,"[[[[4354156.85306975, 6517400.67623217], [4354147.26214036, 6517413.87153337], [4354114.00190166, 6517376.41803391], [4354125.42558566, 6517366.63534287], [4354156.85306975, 6517400.67623217]]]]"
1406,1203167-SANTIAGO,2305604701067005,URBANO,VAL. URBANO,EDIFICADO NoPH,002 005,,01-1901,03-2007,0.9,560.0,2452004.52,2023-11-01T00:00:00Z,0.0,700.0,352800.0,0,0,0.0,0,143.0,2099204.52,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,1455678804,1005082,230531556742,2305,MultiPolygon,"[[[[4350545.19, 6516174.46], [4350537.82, 6516140.24], [4350557.38409464, 6516136.02199168], [4350564.72783113, 6516170.24064103], [4350545.19, 6516174.46]]]]"
1407,1204042-SANTIAGO,2305604701123027,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 5 LT C,00332244087,01-1989,03-2007,0.8,770.0,4105796.48,2024-05-23T00:00:00Z,0.0,1716.0,1057056.0,0,0,0.0,0,265.0,4922813.44,0,2,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4540838,1005942,230522440871,2305,MultiPolygon,"[[[[4351880.84928568, 6517267.48717324], [4351919.56792009, 6517249.01846817], [4351928.38039869, 6517266.9559143], [4351889.75551405, 6517285.6433687], [4351880.84928568, 6517267.48717324]]]]"
1408,1203579-SANTIAGO,2305604701093008,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 46 LT 2,00000636688,01-1901,03-2007,0.9,315.0,1134329.08,2023-11-01T00:00:00Z,0.0,666.0,188811.0,0,0,0.0,0,52.0,945518.08,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4541254,1005485,230506366882,2305,MultiPolygon,"[[[[4351250.47573133, 6515601.96088317], [4351250.3194735, 6515564.71099096], [4351268.25692222, 6515566.17973275], [4351268.41318004, 6515603.42962495], [4351264.44444139, 6515603.11712673], [4351250.47573133, 6515601.96088317]]]]"
1409,1202452-SANTIAGO,2305604701028001,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ A-LT 15 A SUBD LT,00001043886,01-1901,03-2007,1.0,910.0,1917774.24,2023-11-01T00:00:00Z,0.0,822.0,748020.0,0,0,0.0,0,215.0,1169754.24,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4542486,1004439,230510438863,2305,MultiPolygon,"[[[[4351818.28689479, 6516946.23811718], [4351824.19313025, 6516957.39433358], [4351821.56813813, 6516958.76933018], [4351831.00561518, 6516977.92552263], [4351812.78692022, 6516989.5817429], [4351795.28696401, 6516959.76933308], [4351818.28689479, 6516946.23811718]]]]"
1410,1202775-SANTIAGO,2305604701046019,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 7 LT 14 B,00001531223,01-1901,03-2007,0.8,770.0,1642728.64,2023-11-01T00:00:00Z,0.0,787.0,484792.0,0,0,0.0,0,84.0,1157936.64,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4541935,1004726,230515312230,2305,MultiPolygon,"[[[[4351376.88179957, 6516422.39598109], [4351367.91306707, 6516384.89609161], [4351383.60051966, 6516374.73986752], [4351394.53799916, 6516424.27097175], [4351376.88179957, 6516422.39598109]]]]"
1411,1202062-SANTIAGO,2305604701005006,URBANO,VAL. URBANO,EDIFICADO NoPH,005 031,,01-1901,03-2007,1.0,770.0,4570867.84,2023-11-01T00:00:00Z,0.0,600.0,462000.0,0,0,0.0,0,248.0,4108867.84,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4542780,1004090,230531553450,2305,MultiPolygon,"[[[[4351993.22399993, 6517438.8616522], [4352018.84891928, 6517407.89298623], [4352030.72388729, 6517417.89295466], [4352004.91146844, 6517448.70537111], [4351993.72399857, 6517439.26790091], [4351993.22399993, 6517438.8616522]]]]"
1412,1201446-SANTIAGO,2305414801089005,URBANO,VAL. URBANO,BALDIO,MZ C LT 5,0000-063616/4,01-1901,03-2007,1.0,420.0,504000.0,2023-11-01T00:00:00Z,0.0,1200.0,504000.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,4492169,1003548,230506361643,2305,MultiPolygon,"[[[[4353004.25033018, 6510759.31763592], [4353015.71903543, 6510705.53653869], [4353036.31272804, 6510713.50526117], [4353024.87527271, 6510767.31760829], [4353004.25033018, 6510759.31763592]]]]"
1413,1995515-SANTIAGO,2305604701172002,URBANO,VAL. URBANO,EDIFICADO NoPH,Mz 172  Lt 2,0033-000666/2005,01-2008,02-2009,0.9,1260.0,5264958.8,2023-11-01T00:00:00Z,0.0,714.95,810753.3,0,0,0.0,0,232.0,4454205.5,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,24162400,1622705,230525685191,2305,MultiPolygon,"[[[[4353449.68386413, 6517212.91508066], [4353473.65450536, 6517193.51978117], [4353489.58058364, 6517210.99139428], [4353460.47251453, 6517229.9952858], [4353449.68386413, 6517212.91508066]]]]"
1414,1202365-SANTIAGO,2305604701025019,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ R-LTE 21,00000635747,01-1901,03-2007,0.7,420.0,1325047.84,2023-11-01T00:00:00Z,0.0,1662.0,488628.0,0,0,0.0,0,46.0,836419.84,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4542132,1004358,230506357476,2305,MultiPolygon,"[[[[4351992.1300581, 6516556.27045775], [4352005.09877549, 6516577.67664293], [4351946.66145129, 6516611.95780657], [4351934.53648152, 6516590.80162049], [4351934.22398231, 6516590.27037211], [4351992.1300581, 6516556.27045775]]]]"
1415,1205240-SANTIAGO,2305604702036010,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 20-LTE 6,00001096663,01-1901,03-2007,1.1,1015.0,9446764.76,2023-11-01T00:00:00Z,0.0,510.0,569415.0,0,0,0.0,0,501.0,8877349.76,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4542717,1007000,230510966631,2305,MultiPolygon,"[[[[4353246.56412367, 6517364.04909379], [4353273.40780081, 6517384.3615291], [4353264.37657936, 6517395.92399758], [4353237.65790183, 6517375.42406279], [4353246.56412367, 6517364.04909379]]]]"
1416,1204495-SANTIAGO,2305604701165003,URBANO,VAL. URBANO,BALDIO,MZ 165 LT 3,0033-053341/1995,01-2000,03-2007,1.1,1015.0,783783.0,2023-11-01T00:00:00Z,0.0,702.0,783783.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4540744,1006324,230522442181,2305,MultiPolygon,"[[[[4351236.12308763, 6518190.58928654], [4351245.78377626, 6518195.54204247], [4351267.93633523, 6518189.54482385], [4351274.97844651, 6518196.05456798], [4351271.92921408, 6518213.37825932], [4351233.41998348, 6518207.05721939], [4351236.12308763, 6518190.58928654]]]]"
1417,2185401-SANTIAGO,2305511107353600,RURAL,VAL. RURAL,BALDIO,511107-353600,0033-092993/2015,01-2016,07-2015,,,6454.0,2023-11-07T00:00:00Z,0.0,0.0,0.0,0,4610,6454.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,,567336002,1756181,230541034698,2305,MultiPolygon,"[[[[4353663.4, 6511133.54], [4353645.54, 6511133.89], [4353608.65, 6511148], [4353552.21851302, 6511089.11748054], [4353563.47688047, 6511077.92279952], [4353587.39532169, 6511054.18392474], [4353663.4, 6511133.54]]]]"
1418,1203782-SANTIAGO,2305604701107013,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 19 LT 1,00001719680,01-1901,03-2007,0.9,175.0,1352855.64,2023-11-01T00:00:00Z,0.0,970.0,152775.0,0,0,0.0,0,66.0,1200080.64,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4541072,1005688,230517196806,2305,MultiPolygon,"[[[[4350804.07070234, 6515317.02430642], [4350802.03945476, 6515301.61810143], [4350806.38318792, 6515282.11815687], [4350832.66436279, 6515284.2743948], [4350829.78937883, 6515319.14929456], [4350804.07070234, 6515317.02430642]]]]"
1419,1202018-SANTIAGO,2305604701002014,URBANO,VAL. URBANO,BALDIO,001 014,,01-1901,03-2007,1.0,735.0,437325.0,2023-11-01T00:00:00Z,0.0,595.0,437325.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4540618,1004059,230531557340,2305,MultiPolygon,"[[[[4352114.56739532, 6517415.67419262], [4352138.12983179, 6517435.2991306], [4352125.44237159, 6517450.04909067], [4352101.87993513, 6517430.4554026], [4352114.56739532, 6517415.67419262]]]]"
1420,1203468-SANTIAGO,2305604701086012,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 13 LT 3,00000624531,01-1901,03-2007,1.2,420.0,1306280.64,2023-11-01T00:00:00Z,0.0,375.0,189000.0,0,0,0.0,0,59.0,1117280.64,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4541430,1005378,230506245317,2305,MultiPolygon,"[[[[4350962.60162005, 6515873.6789108], [4350937.72669119, 6515871.6789221], [4350938.94543436, 6515856.74146505], [4350963.85161311, 6515858.71020384], [4350962.60162005, 6515873.6789108]]]]"
1421,1201313-SANTIAGO,2305414801057007,URBANO,VAL. URBANO,BALDIO,035 007,,01-1901,03-2007,0.9,245.0,138915.0,2023-11-01T00:00:00Z,0.0,630.0,138915.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,4492837,1003419,230531551473,2305,MultiPolygon,"[[[[4353962.40421616, 6512534.03104976], [4353971.90419846, 6512578.03092053], [4353958.21673845, 6512580.96841502], [4353948.71675615, 6512536.99979417], [4353962.40421616, 6512534.03104976]]]]"
1422,1202717-SANTIAGO,2305604701044006,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ N LT 25,0000-101903/1,01-1901,03-2007,0.5,420.0,2176391.6,2023-11-01T00:00:00Z,0.0,2295.0,481950.0,0,0,0.0,0,95.0,1694441.6,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4540825,1004678,230510190314,2305,MultiPolygon,"[[[[4351916.91149152, 6516406.45840795], [4351948.14420242, 6516411.92972807], [4351975.72413666, 6516416.76115781], [4351980.64912492, 6516417.62391313], [4351974.3488299, 6516423.27084664], [4351964.88010902, 6516431.7083243], [4351954.84888987, 6516440.64580064], [4351936.13019745, 6516457.36450637], [4351905.44279184, 6516484.77068381], [4351895.38031555, 6516460.95825496], [4351916.91149152, 6516406.45840795]]]]"
1423,1200632-SANTIAGO,2305414801013008,URBANO,VAL. URBANO,BALDIO,001 018,,01-1901,03-2007,1.1,490.0,242550.0,2023-11-01T00:00:00Z,0.0,450.0,242550.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,4493419,1002765,230531545864,2305,MultiPolygon,"[[[[4353738.1862038, 6512959.68611832], [4353735.02995966, 6512945.02991137], [4353749.68616683, 6512941.84241739], [4353756.02990501, 6512971.18608118], [4353741.37369784, 6512974.34232526], [4353738.1862038, 6512959.68611832]]]]"
1424,1204027-SANTIAGO,2305604701123012,URBANO,VAL. URBANO,EDIFICADO NoPH,005 046,,01-1901,03-2007,1.0,770.0,2431443.84,2023-11-01T00:00:00Z,0.0,600.0,462000.0,0,0,0.0,0,104.0,1969443.84,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4542552,1005928,230531554154,2305,MultiPolygon,"[[[[4351940.84908432, 6517138.17503444], [4351950.13030643, 6517132.92504759], [4351957.72403335, 6517127.48756166], [4351976.75523459, 6517154.79997839], [4351960.31778444, 6517166.20619898], [4351940.84908432, 6517138.17503444]]]]"
1425,1205242-SANTIAGO,2305604702036012,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 20-LTE 8,00001096665,01-1901,03-2007,0.9,1015.0,1136233.14,2023-11-01T00:00:00Z,0.0,539.0,492376.5,0,0,0.0,0,34.0,643856.64,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4542747,1007002,230510966657,2305,MultiPolygon,"[[[[4353228.56418055, 6517387.0177812], [4353255.31410799, 6517407.517716], [4353245.43913916, 6517419.95518212], [4353219.09546047, 6517399.11149825], [4353228.56418055, 6517387.0177812]]]]"
1426,1200769-SANTIAGO,2305414801021003,URBANO,VAL. URBANO,BALDIO,MZ 9 LT 17,,01-1901,03-2007,0.9,140.0,80262.0,2023-11-01T00:00:00Z,0.0,637.0,80262.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,4493171,1002902,230517199180,2305,MultiPolygon,"[[[[4354495.9652411, 6512803.62390448], [4354481.96528132, 6512803.46765798], [4354482.40277017, 6512757.99903931], [4354496.40272995, 6512758.12403591], [4354495.9652411, 6512803.62390448]]]]"
1427,1199960-SANTIAGO,2305002020084600,RURAL,VAL. RURAL,EDIFICADO NoPH,,    -      /,01-1901,03-2007,,,37995253.51,2023-11-07T00:00:00Z,0.0,0.0,0.0,0,22313763,22090879.75,0,869.0,15904373.76,0,1,PUNILLA,SANTIAGO,,1211970051,1002381,230517154356,2305,MultiPolygon,"[[[[4332534.54948206, 6516013.67644512], [4332688.72305313, 6516103.43762819], [4333062.65944225, 6516069.20567104], [4333323.51478629, 6515835.70085421], [4334552.04727321, 6516792.45573507], [4334774.61148178, 6516766.04836947], [4334885.3360283, 6517080.41911366], [4334907.75913935, 6517228.73365809], [4335140.55974279, 6517341.32956847], [4335349.53746867, 6517281.76783504], [4335348.30528185, 6517422.96245858], [4336173.25140588, 6517364.71391818], [4336173.25140588, 6519338.71391818], [4335199.90911164, 6519937.38896059], [4334657.14246288, 6520545.09234629], [4333869.47734152, 6520880.74409528], [4333807.34991394, 6520900.85063009], [4333669.68995915, 6520824.32621016], [4333716.58716669, 6520695.49662534], [4333601.14895566, 6520595.54008762], [4332718.14576168, 6520782.60189404], [4332898.09169247, 6521000.50605185], [4332744.750954, 6521104.7163101], [4332658.13052822, 6521155.87549146], [4332565.26429475, 6521162.46887311], [4332519.40678205, 6521412.59999578], [4332270.36601073, 6521395.90106705], [4332233.82054688, 6521276.67640906], [4332140.47761259, 6521317.30074437], [4332159.94127483, 6521615.36593162], [4332252.43361077, 6521641.07911484], [4332123.12469709, 6521697.04352177], [4332038.38725021, 6521621.38293034], [4331916.20679745, 6521340.83358181], [4331866.84944628, 6521359.32300401], [4331859.02627877, 6520842.16881771], [4331105.48656544, 6519595.74587567], [4329963.81718574, 6519613.01629722], [4330548.86225546, 6517179.24722921], [4331605.8733624, 6516457.00103863], [4331978.25658245, 6515932.68400913], [4332541.81222013, 6515745.2746891], [4332534.54948206, 6516013.67644512]]]]"
1428,2113850-SANTIAGO,2305020230028200,RURAL,VAL. RURAL,EDIFICADO NoPH,2023 0282,0033-044576/2009,01-2010,05-2013,,,105580383.18,2023-11-07T00:00:00Z,0.0,0.0,0.0,0,302427,59124852.3,0,2363.0,46455530.88,0,1,PUNILLA,SANTIAGO,,1707911204,1708264,230525035242,2305,MultiPolygon,"[[[[4354316.31075927, 6515139.02164504], [4354179.61350172, 6515189.44336433], [4353900.38008778, 6515263.35563021], [4353753.99753231, 6515275.43378609], [4353748.81986653, 6515248.07908985], [4353757.95035266, 6515241.78446335], [4353771.24106082, 6515171.47970122], [4353725.08240476, 6515117.26883082], [4353761.62521541, 6515103.24875274], [4353774.63763899, 6515064.7482796], [4353758.50047765, 6515038.91412345], [4353701.95238266, 6515003.09127385], [4353677.56964952, 6514981.61844394], [4353646.59, 6514924.81], [4353732.81, 6514903.93], [4354083.62, 6514816.55], [4354463.14, 6514720.73], [4354542.87, 6514701.04], [4354595.38509002, 6514862.27427217], [4354601.53677676, 6514978.90214555], [4354545.07771328, 6514983.03327748], [4354429.33193383, 6514947.42254118], [4354316.31075927, 6515139.02164504]]]]"
1429,1202000-SANTIAGO,2305604701001015,URBANO,VAL. URBANO,EDIFICADO NoPH,002 006,,01-1901,03-2007,1.0,945.0,3369586.92,2023-11-01T00:00:00Z,0.0,625.0,590625.0,0,0,0.0,0,160.0,2778961.92,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,2037526404,1004047,230531553085,2305,MultiPolygon,"[[[[4351834.72449304, 6517604.39245777], [4351849.91194509, 6517585.39250945], [4351869.3, 6517600.47], [4351853.27, 6517619.65], [4351834.72449304, 6517604.39245777]]]]"
1430,1980139-SANTIAGO,2305604702007032,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 14 LT 32,0033-002708/2005,01-2007,09-2008,1.0,735.0,5375761.19,2023-11-01T00:00:00Z,0.0,955.9,702586.5,0,0,0.0,0,313.0,4673174.69,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,23013400,1612999,230525031425,2305,MultiPolygon,"[[[[4353337.12652127, 6518087.64072816], [4353298.06413666, 6518100.5469493], [4353297.22038802, 6518095.70321353], [4353293.25164436, 6518072.42203184], [4353293.03289408, 6518068.26579392], [4353319.67951136, 6518062.05875056], [4353325.43794136, 6518079.27629028], [4353337.12652127, 6518087.64072816]]]]"
1431,1200287-SANTIAGO,2305414802020005,URBANO,VAL. URBANO,BALDIO,MZ 133  LT 7,    -      /,01-1997,03-2007,0.5,1855.0,1391250.0,2023-11-01T00:00:00Z,0.0,1500.0,1391250.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,1161577851,1002493,230522441584,2305,MultiPolygon,"[[[[4353944.75930517, 6516931.65031862], [4353917.12578844, 6516919.97175907], [4353937.23785545, 6516874.1950755], [4353964.87137218, 6516885.87363505], [4353944.75930517, 6516931.65031862]]]]"
1432,2006190-SANTIAGO,2305604701058026,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ A LT 26,0576-000371/2006,01-2009,07-2009,0.9,560.0,2352425.6,2023-11-01T00:00:00Z,0.0,701.6,353606.4,0,0,0.0,0,145.0,1998819.2,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,31935400,1630368,230525022990,2305,MultiPolygon,"[[[[4350684.58950048, 6516265.94387063], [4350709.68058795, 6516290.77383901], [4350704.19620796, 6516296.92774339], [4350700.63572111, 6516300.92288878], [4350668.87564084, 6516283.0983635], [4350684.58950048, 6516265.94387063]]]]"
1433,1200745-SANTIAGO,2305414801019005,URBANO,VAL. URBANO,BALDIO,002 005,,01-1901,03-2007,0.9,140.0,81144.0,2023-11-01T00:00:00Z,0.0,644.0,81144.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,1545336604,1002878,230531546739,2305,MultiPolygon,"[[[[4354344.12194965, 6512904.59239561], [4354330.12198987, 6512904.46739901], [4354330.55947859, 6512858.46753188], [4354344.55943837, 6512858.59252848], [4354344.12194965, 6512904.59239561]]]]"
1434,1203098-SANTIAGO,2305604701062001,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ E LT 8,00000486065,01-1901,03-2007,0.9,595.0,3458012.29,2023-11-01T00:00:00Z,0.0,962.0,515151.0,0,0,0.0,0,167.97,2942861.29,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,1916231404,1005016,230504860651,2305,MultiPolygon,"[[[[4350485.32182542, 6516240.86545431], [4350494.69679798, 6516238.80295818], [4350519.13, 6516233.46], [4350530.47794325, 6516230.99047284], [4350537.29043056, 6516261.99038161], [4350515.75924299, 6516264.05288042], [4350485.32182542, 6516240.86545431]]]]"
1435,1202558-SANTIAGO,2305604701035002,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ S-LTE 2,00001019083,01-1901,03-2007,1.1,350.0,3017015.32,2024-05-23T00:00:00Z,0.0,3134.0,1206590.0,0,0,0.0,0,204.0,3759265.28,0,2,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4542238,1004535,230510190837,2305,MultiPolygon,"[[[[4352154.00461003, 6516637.61393664], [4352183.50453556, 6516685.02004293], [4352148.75464037, 6516706.61373807], [4352132.78593385, 6516695.33252423], [4352146.81713891, 6516674.67633095], [4352147.09838795, 6516674.02008277], [4352147.3171372, 6516673.45758436], [4352147.53588644, 6516672.89508594], [4352147.72338577, 6516672.33258753], [4352147.91088511, 6516671.7700891], [4352148.09838445, 6516671.2075907], [4352148.28588378, 6516670.64509229], [4352148.44213321, 6516670.08259388], [4352148.59838264, 6516669.52009547], [4352148.72338215, 6516668.92634716], [4352148.84838167, 6516668.36384877], [4352148.97338118, 6516667.77010045], [4352149.09838068, 6516667.17635215], [4352149.19213029, 6516666.61385376], [4352149.28587989, 6516666.02010546], [4352149.37962949, 6516665.42635715], [4352149.44212917, 6516664.83260886], [4352149.50462887, 6516664.23886056], [4352149.56712855, 6516663.64511227], [4352149.59837832, 6516663.05136398], [4352149.6296281, 6516662.4576157], [4352149.62962797, 6516661.8638674], [4352149.66087775, 6516661.27011912], [4352149.66087762, 6516660.67637084], [4352149.62962759, 6516660.08262257], [4352149.62962745, 6516659.48887429], [4352149.59837741, 6516658.89512601], [4352149.53587747, 6516658.30137775], [4352149.50462743, 6516657.73887938], [4352149.44212748, 6516657.14513112], [4352149.34837762, 6516656.55138285], [4352149.25462776, 6516655.95763459], [4352149.16087789, 6516655.36388633], [4352149.06712802, 6516654.77013807], [4352148.94212826, 6516654.20763973], [4352148.8171285, 6516653.61389147], [4352148.69212873, 6516653.05139313], [4352148.56712895, 6516652.45764487], [4352148.41087929, 6516651.89514653], [4352148.22337971, 6516651.33264821], [4352148.06713003, 6516650.77014987], [4352147.87963044, 6516650.20765154], [4352147.69213086, 6516649.64515321], [4352147.47338136, 6516649.08265489], [4352147.25463187, 6516648.52015656], [4352147.03588237, 6516647.95765823], [4352146.81713289, 6516647.42640982], [4352146.5671335, 6516646.89516141], [4352146.31713408, 6516646.3326631], [4352146.03588478, 6516645.8014147], [4352145.78588539, 6516645.27016628], [4352145.50463607, 6516644.7701678], [4352145.22338677, 6516644.2389194], [4352144.91088756, 6516643.73892092], [4352154.00461003, 6516637.61393664]]]]"
1436,1204008-SANTIAGO,2305604701122013,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 44 LT 8,00000504731,01-1901,03-2007,1.0,245.0,1642988.16,2023-11-01T00:00:00Z,0.0,640.0,156800.0,0,0,0.0,0,109.0,1486188.16,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4540880,1005912,230505047317,2305,MultiPolygon,"[[[[4351145.03839566, 6514975.83771764], [4351149.00713769, 6514991.33767194], [4351110.25725136, 6515001.27515178], [4351106.28850932, 6514985.77519749], [4351145.03839566, 6514975.83771764]]]]"
1437,1204940-SANTIAGO,2305604702021001,URBANO,VAL. URBANO,EDIFICADO NoPH,Manzana 7 - Lote 8,0000-083006/7,01-1901,03-2007,1.0,595.0,4046280.9,2023-11-01T00:00:00Z,0.0,596.0,354620.0,0,0,0.0,0,227.0,3691660.9,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4543101,1006711,230508300676,2305,MultiPolygon,"[[[[4353346.5951707, 6517752.89169578], [4353365.12636891, 6517760.17292063], [4353354.1889065, 6517787.95409255], [4353335.68895819, 6517780.6728677], [4353346.5951707, 6517752.89169578]]]]"
1438,1200822-SANTIAGO,2305414801024014,URBANO,VAL. URBANO,BALDIO,MZ 8 LT 26,,01-1901,03-2007,1.1,140.0,114730.0,2023-11-01T00:00:00Z,0.0,745.0,114730.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,4493178,1002955,230517199341,2305,MultiPolygon,"[[[[4354594.33995849, 6512804.53013051], [4354577.96500553, 6512804.37388452], [4354578.40249438, 6512758.87401594], [4354594.77744734, 6512759.03026194], [4354594.33995849, 6512804.53013051]]]]"
